"time","ticket","race","sex","speed","limit","state","modelyear","percentover"
1121,1,"W","M",79,65,"PA",97,21.54
2340,1,"W","M",78,65,"VA",89,20
907,1,"B","M",77,65,"CT",90,18.46
920,1,"B","F",77,65,"SC",95,18.46
944,1,"W","M",76,65,"NJ",97,16.92
1010,1,"W","F",76,65,"NJ",95,16.92
1020,1,"W","M",76,65,"PA",96,16.92
1144,1,"W","M",76,65,"NC",96,16.92
2230,1,"B","M",90,65,"NY",92,38.46
1100,1,"W","F",75,65,"NT",92,15.38
2344,1,"B","M",84,65,"DE",96,29.23
2240,1,"B","M",77,65,"NY",86,18.46
2247,1,"W","F",77,65,"VA",88,18.46
2256,1,"B","F",77,65,"NJ",92,18.46
753,1,"W","M",77,65,"PA",86,18.46
807,1,"B","M",83,65,"MA",96,27.69
1446,1,"W","M",85,65,"VA",93,30.77
1829,1,"B","M",93,65,"PA",92,43.08
1838,1,"W","F",90,65,"AL",97,38.46
1633,1,"B","M",87,65,"NJ",96,33.85
106,1,"W","M",84,65,"DE",86,29.23
140,1,"B","M",83,65,"PA",97,27.69
200,1,"B","M",84,65,"NY",88,29.23
430,1,"B","M",75,65,"NY",92,15.38
2325,1,"B","F",84,65,"NY",97,29.23
1629,1,"B","M",74,65,"NJ",94,13.85
1640,1,"B","F",74,65,"PA",97,13.85
1741,1,"B","F",83,65,"PA",92,27.69
557,1,"W","M",91,65,"MD",88,40
1817,1,"W","M",79,65,"NY",90,21.54
1857,1,"B","M",74,65,"NY",93,13.85
1922,1,"B","M",77,65,"PA",92,18.46
1938,1,"W","M",78,65,"NJ",90,20
1944,1,"W","M",79,65,"MD",88,21.54
2001,1,"W","M",78,65,"CT",86,20
6,1,"W","F",86,65,"MD",95,32.31
113,1,"W","M",86,65,"NY",87,32.31
206,1,"B","M",88,65,"VA",92,35.38
803,1,"W","F",80,65,"DC",96,23.08
824,1,"W","F",79,65,"PA",95,21.54
902,1,"W","F",82,65,"FL",90,26.15
1115,1,"W","M",74,65,"MD",92,13.85
1216,1,"W","M",74,65,"NY",94,13.85
1230,1,"W","F",81,65,"PA",94,24.62
1254,1,"B","F",79,65,"TN",94,21.54
1345,1,"B","M",81,65,"MD",93,24.62
1427,1,"W","F",80,65,"NY",93,23.08
1458,1,"W","F",74,65,"NJ",97,13.85
1629,1,"W","F",71,65,"DC",94,9.23
1725,1,"W","F",81,65,"PA",96,24.62
1738,1,"B","M",78,65,"MD",94,20
1747,1,"W","M",77,65,"NC",93,18.46
1812,1,"W","M",77,65,"PA",94,18.46
1840,1,"W","M",76,65,"PA",91,16.92
230,1,"W","F",65,55,"MD",93,18.18
1900,1,"B","F",78,65,"NY",87,20
732,1,"B","F",84,65,"NJ",97,29.23
1421,1,"W","F",87,65,"NY",95,33.85
1603,1,"B","M",88,65,"NY",97,35.38
1128,1,"B","F",85,65,"MD",94,30.77
755,1,"B","M",79,65,"VA",93,21.54
810,1,"W","M",84,65,"NJ",95,29.23
828,1,"B","M",81,65,"NJ",95,24.62
845,1,"W","M",77,65,"FL",97,18.46
1000,1,"W","M",78,65,"PA",90,20
1125,1,"B","M",78,65,"MD",96,20
1400,1,"W","M",79,65,"MD",94,21.54
1837,1,"W","M",79,65,"NY",96,21.54
2013,1,"W","M",82,65,"VA",97,26.15
1701,1,"W","M",79,65,"CT",95,21.54
1721,1,"W","M",75,65,"NJ",97,15.38
1725,1,"W","M",78,65,"MD",92,20
2049,1,"W","F",78,65,"MD",90,20
1436,1,"W","M",80,65,"PA",96,23.08
337,1,"W","M",88,65,"MD",90,35.38
415,1,"B","F",85,65,"PA",92,30.77
1150,1,"W","M",80,65,"DE",96,23.08
1240,1,"W","M",83,65,"MD",88,27.69
2355,1,"W","F",82,65,"CA",93,26.15
1305,1,"B","M",84,65,"MD",97,29.23
1325,1,"B","M",83,65,"PA",95,27.69
1340,1,"W","M",89,65,"VA",90,36.92
1410,1,"W","M",91,65,"MD",89,40
1545,1,"B","M",87,65,"VA",97,33.85
1625,1,"W","M",84,65,"NJ",86,29.23
1644,1,"W","M",84,65,"PA",95,29.23
1708,1,"W","F",84,65,"VA",95,29.23
1735,1,"W","M",84,65,"NY",97,29.23
5,1,"B","M",92,65,"MD",97,41.54
130,1,"W","M",91,65,"DC",87,40
158,1,"B","M",94,65,"FL",85,44.62
215,1,"W","M",93,65,"NY",92,43.08
240,1,"W","M",87,65,"VA",97,33.85
704,1,"B","F",89,65,"NJ",97,36.92
717,1,"B","M",84,65,"PA",94,29.23
724,1,"W","M",85,65,"FL",95,30.77
750,1,"B","M",82,65,"QA",90,26.15
805,1,"W","M",77,65,"NC",84,18.46
830,1,"B","M",85,65,"GA",93,30.77
840,1,"W","M",83,65,"VA",90,27.69
855,1,"B","M",88,65,"NY",88,35.38
908,1,"W","M",86,65,"VA",85,32.31
924,1,"B","F",89,65,"DE",97,36.92
933,1,"W","M",84,65,"MD",96,29.23
940,1,"W","M",88,65,"MD",94,35.38
955,1,"B","F",86,65,"GA",97,32.31
2300,1,"W","M",80,65,"MD",97,23.08
2313,1,"W","F",88,65,"MD",88,35.38
2324,1,"B","M",81,65,"MD",94,24.62
2337,1,"W","M",87,65,"NJ",94,33.85
2355,1,"B","M",78,65,"AL",96,20
913,1,"W","F",84,65,"MY",91,29.23
920,1,"W","M",81,65,"GA",97,24.62
939,1,"B","M",79,65,"CA",94,21.54
1001,1,"W","M",83,65,"NH",95,27.69
1040,1,"W","F",85,65,"MD",87,30.77
1053,1,"W","F",84,65,"NY",97,29.23
1125,1,"W","M",80,65,"PA",92,23.08
1134,1,"B","M",88,65,"PA",97,35.38
1247,1,"W","F",81,65,"VA",89,24.62
1300,1,"W","M",78,65,"PA",89,20
1401,1,"W","F",82,65,"NJ",91,26.15
1453,1,"W","M",84,65,"NY",96,29.23
2352,1,"W","F",84,65,"VA",97,29.23
2331,1,"B","M",85,65,"VA",90,30.77
2154,1,"W","M",77,65,"MD",97,18.46
216,1,"B","M",78,65,"MD",90,20
244,1,"W","M",78,65,"PA",84,20
305,1,"W","M",79,65,"MD",95,21.54
1002,1,"W","F",74,65,"MD",87,13.85
5,1,"W","M",84,65,"VA",95,29.23
100,1,"B","M",77,65,"FL",97,18.46
145,1,"W","M",79,65,"VA",91,21.54
143,1,"B","M",79,65,"MD",91,21.54
156,1,"W","M",78,65,"MD",94,20
221,1,"B","F",79,65,"MD",92,21.54
417,1,"B","F",80,65,"VA",90,23.08
528,1,"W","M",83,65,"MD",87,27.69
125,1,"W","M",88,65,"NC",87,35.38
145,1,"B","F",88,65,"MD",97,35.38
247,1,"W","M",99,65,"MD",94,52.31
303,1,"W","F",81,65,"VA",94,24.62
330,1,"B","M",89,65,"PA",90,36.92
345,1,"W","M",89,65,"CT",86,36.92
730,1,"W","M",80,65,"MD",94,23.08
900,1,"W","M",80,65,"FL",92,23.08
1030,1,"W","M",86,65,"NY",97,32.31
1045,1,"W","M",79,65,"VA",93,21.54
1045,1,"W","M",77,65,"NJ",87,18.46
1135,1,"B","M",81,65,"MD",97,24.62
1145,1,"W","M",81,65,"FL",96,24.62
1200,1,"W","M",81,65,"PA",97,24.62
1205,1,"W","M",85,65,"MD",97,30.77
1210,1,"W","M",78,65,"TX",82,20
1220,1,"W","M",88,65,"VA",89,35.38
1255,1,"W","M",82,65,"MD",89,26.15
1305,1,"W","M",81,65,"PA",96,24.62
1315,1,"B","F",86,65,"MD",96,32.31
1325,1,"W","F",82,65,"PA",92,26.15
1330,1,"W","M",95,65,"VA",86,46.15
1355,1,"W","M",78,65,"NJ",97,20
900,1,"W","F",86,65,"MD",97,32.31
910,1,"W","M",85,65,"NY",97,30.77
940,1,"W","M",82,65,"NJ",93,26.15
1045,1,"B","M",81,65,"VA",97,24.62
1120,1,"W","M",85,65,"NJ",88,30.77
1130,1,"W","M",88,65,"PA",96,35.38
1330,1,"W","M",80,65,"NY",96,23.08
2314,1,"W","M",81,65,"NJ",97,24.62
2334,1,"W","M",76,65,"NJ",96,16.92
2345,1,"W","M",84,65,"DC",89,29.23
2350,1,"B","M",81,65,"VA",97,24.62
1150,1,"B","M",81,65,"DE",95,24.62
1706,1,"W","M",76,65,"PA",88,16.92
1700,1,"W","M",76,65,"NC",93,16.92
1215,1,"W","M",81,65,"MA",96,24.62
1220,1,"W","M",81,65,"MD",97,24.62
1230,1,"W","F",85,65,"MD",94,30.77
1230,1,"W","M",78,65,"NJ",96,20
1250,1,"W","M",79,65,"MD",83,21.54
1255,1,"B","M",78,65,"PA",93,20
1300,1,"W","M",78,65,"NY",95,20
1915,1,"B","F",78,65,"MD",96,20
1330,1,"W","M",81,65,"PA",86,24.62
1400,1,"W","M",77,65,"VA",96,18.46
1400,1,"W","F",76,65,"VA",95,16.92
220,1,"W","F",77,66,"MD",96,16.67
1450,1,"B","M",80,65,"PA",95,23.08
917,1,"B","M",78,65,"NY",81,20
935,1,"B","M",78,65,"NC",88,20
1641,1,"W","M",77,65,"MD",83,18.46
1025,1,"W","F",83,65,"MD",97,27.69
1030,1,"W","M",81,65,"NY",97,24.62
730,1,"W","F",77,65,"MD",94,18.46
835,1,"W","M",83,65,"MA",93,27.69
1027,1,"W","M",81,65,"CA",97,24.62
1035,1,"W","F",81,65,"VA",90,24.62
1040,1,"B","M",93,65,"VA",86,43.08
1055,1,"W","M",78,65,"CT",95,20
1110,1,"W","M",78,65,"MA",93,20
1117,1,"W","M",75,65,"PA",96,15.38
1127,1,"W","M",78,65,"FL",92,20
1137,1,"W","M",79,65,"PA",97,21.54
1154,1,"B","F",83,65,"NY",96,27.69
1140,1,"W","M",78,65,"NY",96,20
1320,1,"W","M",80,65,"MD",94,23.08
1320,1,"W","F",76,65,"VA",96,16.92
705,1,"W","M",75,65,"MD",97,15.38
2115,1,"W","F",75,55,"MD",96,36.36
5,1,"W","F",81,65,"PA",95,24.62
215,1,"W","M",78,65,"NJ",89,20
240,1,"B","M",78,65,"PA",84,20
345,1,"W","M",84,65,"NY",97,29.23
9,1,"W","M",89,65,"QU",88,36.92
244,1,"B","M",83,65,"MD",94,27.69
300,1,"B","M",75,65,"MD",85,15.38
315,1,"W","M",92,65,"NJ",97,41.54
330,1,"W","M",78,65,"MD",96,20
404,1,"B","M",80,65,"DC",87,23.08
740,1,"W","M",81,65,"MD",86,24.62
750,1,"W","F",76,65,"MD",91,16.92
755,1,"W","M",98,65,"MI",96,50.77
800,1,"W","F",76,65,"MD",94,16.92
815,1,"W","F",85,65,"MD",97,30.77
825,1,"B","M",79,65,"NJ",95,21.54
835,1,"W","F",83,65,"MI",96,27.69
2059,1,"W","M",65,55,"VA",88,18.18
53,1,"B","M",94,65,"NJ",94,44.62
1530,1,"W","F",80,65,"MD",97,23.08
1800,1,"W","F",80,65,"PA",89,23.08
1545,1,"B","M",81,65,"PA",92,24.62
1550,1,"W","F",85,65,"MD",91,30.77
1620,1,"B","F",80,65,"PA",88,23.08
1705,1,"W","M",77,65,"KS",97,18.46
215,1,"B","F",82,65,"PA",95,26.15
232,1,"B","M",78,65,"VA",96,20
519,1,"W","F",78,65,"DC",89,20
530,1,"B","F",85,65,"PA",94,30.77
620,1,"W","M",80,65,"MD",96,23.08
630,1,"W","M",81,65,"MD",94,24.62
642,1,"W","M",82,65,"MD",86,26.15
720,1,"B","M",90,65,"NY",90,38.46
635,1,"B","F",78,65,"NC",86,20
257,1,"B","F",74,65,"MD",88,13.85
305,1,"B","M",66,55,"NY",93,20
453,1,"W","M",85,65,"NY",96,30.77
1405,1,"W","M",78,65,"NY",91,20
1155,1,"B","M",77,65,"MD",87,18.46
705,1,"W","F",77,65,"DE",96,18.46
1418,1,"W","M",84,65,"NY",97,29.23
715,1,"W","F",77,65,"DC",87,18.46
820,1,"B","M",80,65,"NJ",94,23.08
930,1,"B","M",79,65,"NY",93,21.54
920,1,"B","M",76,65,"MD",93,16.92
1340,1,"B","M",76,65,"PA",89,16.92
1400,1,"W","F",76,65,"NC",95,16.92
740,1,"W","M",81,65,"PA",94,24.62
1055,1,"W","M",81,65,"NY",91,24.62
1225,1,"W","F",76,65,"NH",97,16.92
1245,1,"W","F",84,65,"MD",85,29.23
800,1,"B","M",76,65,"IC",91,16.92
830,1,"W","F",75,65,"MD",88,15.38
1310,1,"W","M",80,65,"TX",92,23.08
1248,1,"W","F",81,65,"NJ",95,24.62
1605,1,"W","F",81,65,"MD",91,24.62
1610,1,"W","F",82,65,"VA",88,26.15
1615,1,"W","F",85,65,"MD",95,30.77
1625,1,"W","F",80,65,"VA",96,23.08
1705,1,"W","F",78,65,"NJ",89,20
1710,1,"W","M",81,65,"DC",96,24.62
0,1,"W","M",83,65,"FL",92,27.69
44,1,"B","M",84,65,"CT",96,29.23
121,1,"W","M",79,65,"PA",94,21.54
132,1,"W","M",78,65,"SC",92,20
216,1,"B","M",83,65,"VA",87,27.69
341,1,"B","M",87,65,"PA",94,33.85
509,1,"W","M",80,65,"MD",94,23.08
524,1,"B","F",78,65,"GA",94,20
550,1,"W","M",85,65,"NY",97,30.77
1128,1,"B","M",84,65,"NY",88,29.23
1100,1,"W","M",77,65,"PA",92,18.46
1129,1,"W","M",76,65,"PA",95,16.92
1148,1,"W","M",75,65,"NJ",97,15.38
1200,1,"W","M",76,65,"VA",97,16.92
1213,1,"W","M",78,65,"MD",94,20
1229,1,"B","F",80,65,"DC",97,23.08
1240,1,"W","F",77,65,"NJ",91,18.46
1419,1,"B","M",75,65,"PA",93,15.38
1112,1,"W","M",79,65,"NY",97,21.54
1125,1,"W","F",80,65,"VA",93,23.08
1216,1,"W","M",83,65,"NY",97,27.69
1222,1,"W","M",85,65,"PA",88,30.77
600,1,"W","F",77,65,"MD",93,18.46
617,1,"W","M",79,65,"DC",94,21.54
1730,1,"B","M",80,65,"NC",95,23.08
1630,1,"W","F",77,65,"CT",97,18.46
1650,1,"W","M",85,65,"MD",96,30.77
1700,1,"W","M",79,65,"MD",96,21.54
1710,1,"W","M",79,65,"MD",90,21.54
1730,1,"W","F",78,65,"MD",96,20
1810,1,"W","M",86,65,"CT",93,32.31
1820,1,"W","M",86,65,"NJ",87,32.31
2325,1,"W","M",90,55,"MA",92,63.64
838,1,"W","M",78,65,"WI",97,20
840,1,"W","M",81,65,"MD",97,24.62
920,1,"W","M",78,65,"MD",91,20
1426,1,"W","F",75,65,"NY",92,15.38
707,1,"W","F",84,65,"NY",90,29.23
716,1,"W","M",83,65,"PA",94,27.69
725,1,"W","F",79,65,"MD",84,21.54
743,1,"B","M",81,65,"MD",96,24.62
753,1,"W","M",79,65,"VA",94,21.54
808,1,"W","F",80,65,"MD",93,23.08
823,1,"W","M",81,65,"MD",90,24.62
930,1,"W","M",78,65,"NT",91,20
947,1,"W","F",85,65,"PA",94,30.77
1051,1,"B","F",85,65,"VA",86,30.77
1208,1,"W","M",76,65,"NT",97,16.92
1244,1,"W","F",83,65,"PA",96,27.69
1310,1,"W","M",77,65,"NY",97,18.46
315,1,"W","M",79,65,"PA",95,21.54
1930,1,"W","M",77,65,"NJ",88,18.46
2130,1,"W","M",80,65,"MD",97,23.08
939,1,"B","M",85,65,"NY",94,30.77
948,1,"W","M",76,65,"PA",97,16.92
1047,1,"B","M",78,65,"NY",97,20
1125,1,"W","M",77,65,"NJ",97,18.46
1142,1,"B","F",83,65,"NJ",93,27.69
1239,1,"W","F",81,65,"MD",91,24.62
1250,1,"W","M",79,65,"MD",89,21.54
1915,1,"W","M",80,65,"PA",92,23.08
955,1,"W","F",72,65,"NJ",90,10.77
1157,1,"W","M",80,65,"MD",95,23.08
1149,1,"W","M",77,65,"NY",95,18.46
1317,1,"W","M",83,65,"MD",94,27.69
1347,1,"W","F",77,65,"DC",96,18.46
1249,1,"W","M",79,65,"NJ",96,21.54
1203,1,"W","M",81,65,"DE",92,24.62
1355,1,"W","F",78,65,"NY",90,20
1304,1,"B","M",83,65,"AL",92,27.69
1226,1,"B","F",84,65,"MD",91,29.23
925,1,"B","M",79,65,"MD",94,21.54
838,1,"W","M",76,65,"ME",95,16.92
1139,1,"W","F",76,65,"NC",96,16.92
1534,1,"W","M",75,65,"NY",97,15.38
1130,1,"B","F",85,65,"PA",93,30.77
1150,1,"B","F",85,65,"NY",96,30.77
1200,1,"W","M",83,65,"NY",89,27.69
1255,1,"W","F",83,65,"RI",96,27.69
1325,1,"B","M",85,65,"PA",92,30.77
1335,1,"W","F",78,65,"NJ",95,20
450,1,"W","M",82,65,"NC",88,26.15
1700,1,"W","F",80,65,"MD",97,23.08
2270,1,"W","M",86,65,"NC",92,32.31
705,1,"B","M",79,65,"MD",97,21.54
2345,1,"W","M",76,65,"PA",94,16.92
423,1,"W","M",84,65,"CT",92,29.23
18,1,"W","M",79,65,"CA",96,21.54
45,1,"W","M",78,65,"NY",96,20
915,1,"W","M",84,65,"NJ",97,29.23
119,1,"B","M",80,65,"PA",96,23.08
131,1,"W","M",76,65,"MD",94,16.92
150,1,"W","M",76,65,"MD",88,16.92
213,1,"B","M",78,65,"SC",85,20
233,1,"W","M",75,65,"NY",89,15.38
253,1,"W","M",75,65,"PA",94,15.38
320,1,"B","M",76,55,"NY",94,38.18
320,1,"B","M",76,55,"NY",94,38.18
354,1,"W","M",77,65,"MD",90,18.46
528,1,"W","F",77,65,"MD",95,18.46
546,1,"W","M",78,65,"MD",96,20
1805,1,"W","M",68,65,"MD",88,4.62
1943,1,"B","M",79,65,"PA",95,21.54
1620,1,"W","M",79,65,"VA",91,21.54
1135,1,"W","F",81,65,"VA",94,24.62
1140,1,"W","F",83,65,"NJ",97,27.69
1125,1,"W","M",79,65,"PA",95,21.54
1314,1,"W","M",75,65,"MA",94,15.38
1147,1,"W","M",83,65,"PA",97,27.69
1640,1,"B","M",78,65,"NC",97,20
1650,1,"B","M",80,65,"MD",96,23.08
1700,1,"W","M",78,65,"MD",94,20
1715,1,"W","M",78,65,"NJ",95,20
1230,1,"B","M",80,65,"GA",92,23.08
1895,1,"B","F",92,65,"CT",86,41.54
409,1,"W","M",84,65,"MD",88,29.23
417,1,"W","M",83,65,"NY",93,27.69
425,1,"B","F",78,65,"NY",97,20
433,1,"B","F",79,65,"PA",97,21.54
440,1,"W","M",81,65,"NY",92,24.62
502,1,"W","M",80,65,"MD",90,23.08
510,1,"B","M",81,65,"NY",97,24.62
518,1,"W","F",78,65,"MD",91,20
742,1,"B","F",79,65,"DC",92,21.54
700,1,"B","M",79,65,"DC",84,21.54
756,1,"W","M",79,65,"MD",94,21.54
817,1,"W","M",78,65,"NY",97,20
826,1,"B","M",80,65,"MD",97,23.08
832,1,"W","M",78,65,"GA",93,20
846,1,"B","M",78,65,"MD",97,20
853,1,"B","M",84,65,"MD",93,29.23
901,1,"W","M",84,65,"PA",91,29.23
933,1,"W","M",79,65,"VA",95,21.54
938,1,"W","F",79,65,"MD",88,21.54
948,1,"W","F",77,65,"DC",97,18.46
1008,1,"W","F",80,65,"FL",97,23.08
1637,1,"B","F",78,65,"PA",93,20
1130,1,"B","F",69,55,"MD",90,25.45
1204,1,"W","F",76,65,"MD",97,16.92
1220,1,"W","M",76,65,"MD",90,16.92
1230,1,"W","M",76,65,"DE",90,16.92
1415,1,"W","M",76,65,"MD",97,16.92
104,1,"B","M",76,65,"NJ",96,16.92
120,1,"B","M",81,65,"VA",94,24.62
140,1,"W","M",76,65,"MD",94,16.92
214,1,"B","M",81,65,"NJ",96,24.62
231,1,"W","M",78,65,"NJ",96,20
250,1,"B","M",77,65,"MA",86,18.46
1615,1,"B","M",75,65,"NC",84,15.38
451,1,"B","F",75,65,"MD",91,15.38
511,1,"W","M",78,65,"GA",76,20
532,1,"W","M",75,65,"PA",92,15.38
557,1,"W","M",80,65,"PA",93,23.08
1214,1,"W","M",76,65,"NJ",82,16.92
1248,1,"W","M",75,65,"NJ",89,15.38
1219,1,"W","M",78,65,"NY",93,20
1225,1,"W","F",76,65,"NY",92,16.92
1243,1,"W","M",86,65,"PA",94,32.31
1303,1,"W","M",76,65,"NJ",90,16.92
1530,1,"B","M",83,65,"TX",97,27.69
1605,1,"B","M",84,65,"VA",97,29.23
1610,1,"B","F",89,65,"VA",97,36.92
1650,1,"W","M",84,65,"MD",91,29.23
2150,1,"W","M",80,65,"MA",97,23.08
833,1,"B","M",78,65,"NY",87,20
839,1,"B","F",76,65,"NY",95,16.92
923,1,"W","M",79,65,"NY",97,21.54
2257,1,"B","M",80,65,"VA",97,23.08
2340,1,"W","M",85,65,"MD",86,30.77
1540,0,"B","M",79,55,"VA",97,43.64
1145,0,"B","M",70,65,"PA",88,7.69
1341,0,"W","M",78,65,"NJ",88,20
1320,0,"W","M",77,65,"DE",87,18.46
1313,0,"W","M",81,65,"MD",95,24.62
755,0,"W","M",80,65,"DE",94,23.08
1425,0,"W","F",70,65,"NJ",97,7.69
51,0,"W","M",79,65,"NJ",97,21.54
1712,0,"W","M",76,65,"NY",96,16.92
1730,0,"W","M",75,65,"MD",94,15.38
2200,0,"B","M",79,65,"MD",91,21.54
803,0,"W","M",81,65,"MD",88,24.62
880,0,"W","M",78,65,"NJ",92,20
2215,0,"W","F",70,65,"MD",97,7.69
1347,0,"W","M",74,65,"FL",86,13.85
1435,0,"W","F",78,65,"CT",96,20
1735,0,"B","M",67,55,"MD",87,21.82
1633,0,"W","M",60,50,"MD",90,20
1655,0,"W","M",80,65,"NY",87,23.08
1535,0,"W","M",77,65,"PA",92,18.46
1109,0,"W","F",75,55,"MD",96,36.36
1227,0,"W","M",75,65,"VA",94,15.38
1020,0,"W","M",75,55,"MD",83,36.36
900,0,"B","M",60,55,"DC",92,9.09
1638,0,"W","M",82,55,"PA",96,49.09
1030,0,"W","F",76,65,"MD",90,16.92
1336,0,"W","M",77,65,"FL",94,18.46
1554,0,"W","M",70,65,"NJ",88,7.69
1611,0,"W","M",76,65,"MD",96,16.92
942,0,"W","M",74,65,"VA",94,13.85
937,0,"W","F",82,65,"NY",82,26.15
946,0,"W","F",81,65,"MD",93,24.62
1755,0,"W","M",70,65,"MD",94,7.69
955,0,"B","M",70,65,"FL",97,7.69
1241,0,"W","M",76,65,"MD",88,16.92
1737,0,"W","M",75,65,"DC",90,15.38
1835,0,"W","F",76,65,"NY",94,16.92
1845,0,"W","M",78,65,"MD",84,20
1330,0,"B","M",70,65,"VA",96,7.69
48,0,"W","M",73,65,"MD",86,12.31
1709,0,"W","M",77,65,"DE",97,18.46
1912,0,"W","M",77,65,"MD",90,18.46
2326,0,"B","M",80,55,"PA",89,45.45
1103,0,"B","M",71,55,"MD",87,29.09
835,0,"B","M",70,65,"MD",96,7.69
113,0,"W","M",75,55,"MD",90,36.36
2246,0,"W","F",78,65,"NJ",96,20
1730,0,"W","M",78,65,"MD",82,20
1202,0,"W","M",75,65,"VA",91,15.38
1743,0,"W","M",76,65,"MD",93,16.92
2055,0,"W","F",72,65,"VA",91,10.77
1415,0,"W","M",78,65,"FL",89,20
845,0,"B","M",77,65,"PA",96,18.46
1135,0,"W","M",74,65,"PA",97,13.85
1539,0,"W","M",76,65,"PA",93,16.92
1731,0,"B","M",70,55,"MD",86,27.27
1748,0,"W","M",80,65,"MD",96,23.08
1440,0,"W","F",80,65,"PA",93,23.08
1529,0,"B","M",79,65,"PA",97,21.54
1445,0,"W","F",78,65,"MD",87,20
1200,0,"B","M",85,65,"VA",97,30.77
840,0,"W","F",76,65,"OH",82,16.92
919,0,"W","M",76,65,"NJ",91,16.92
1718,0,"W","F",80,65,"MD",97,23.08
1744,0,"W","M",80,65,"VA",96,23.08
1350,0,"B","F",78,65,"VA",93,20
1040,0,"B","M",76,65,"MD",95,16.92
1515,0,"W","M",78,65,"MD",96,20
1755,0,"W","M",79,65,"NY",96,21.54
1450,0,"W","M",74,55,"MD",92,34.55
2154,0,"W","M",77,65,"MD",97,18.46
856,0,"B","M",85,65,"MD",88,30.77
820,0,"W","M",75,65,"MD",94,15.38
430,0,"B","M",70,65,"NY",92,7.69
930,0,"W","F",65,55,"PA",84,18.18
644,0,"W","F",80,65,"MD",95,23.08
145,0,"B","M",70,65,"NC",97,7.69
1250,0,"B","M",75,65,"MD",87,15.38
1630,0,"W","M",79,65,"PA",95,21.54
146,0,"W","M",78,65,"VA",96,20
329,0,"B","M",80,65,"PA",94,23.08
1124,0,"B","M",83,65,"NJ",77,27.69
2100,0,"W","M",75,65,"MD",86,15.38
958,0,"B","M",80,65,"MD",87,23.08
940,0,"W","F",75,65,"FL",98,15.38
33,0,"B","M",76,65,"DC",87,16.92
2052,0,"W","M",75,65,"MD",97,15.38
926,0,"W","F",83,65,"NC",93,27.69
1540,0,"B","M",75,65,"NJ",87,15.38
1058,0,"B","M",79,65,"MD",85,21.54
1040,0,"B","M",81,65,"DE",95,24.62
1503,0,"W","M",79,65,"MD",94,21.54
1535,0,"W","M",78,65,"MD",94,20
2052,0,"B","F",77,65,"MD",96,18.46
